T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
20.4,28.8,13.5,1013.6,66,6.3,1.5,5.4,255.875
20.4,28.8,14.3,1015.2,66,5.5,0.9,3.5,217.08333333333334
20.2,28.9,13.4,1015.1,64,6.3,1.1,3.5,229.16666666666666
19.8,29.5,12.2,1013,70,6.3,0.4,1.9,298.4583333333333
21,30.8,13.7,1013.4,64,6.3,0.7,5.4,264.9166666666667
21.3,30.8,14.2,1012.9,60,5.5,1.1,3.5,404.5
22.2,30.2,16.3,1013.1,65,5.5,0.7,5.4,164.75
21.3,30.6,15,1014.1,65,5.5,1.5,7.6,376.9166666666667
19.8,30.2,11.6,1016.4,58,6.3,2.2,7.6,0.0
22.3,31.1,12.6,1015.6,64,6.3,0.9,5.4,0.0
23.1,28.6,18.9,1014.4,60,6.3,1.3,3.5,57.0
21.7,29.9,15.8,1013,67,6.3,1.7,7.6,202.91666666666666
21.8,29.6,15.2,1013.9,64,5.5,1.9,7.6,205.125
20.3,28.6,13.1,1014.7,58,5.5,2,7.6,214.125
20.2,29.2,12.8,1014.5,57,5.5,0.4,3.5,315.7916666666667
20.6,29.3,12.4,1014,55,5.8,3,9.4,322.25
20.7,29.3,12.9,1013.8,60,6.3,2,7.6,246.04166666666666
21.9,31.3,13.7,1012,58,5.5,1.1,3.5,200.91666666666666
21.9,33.8,13.1,1010,44,6.3,2.8,9.4,99.5
21.4,32.6,11.9,1009.1,42,6.3,2.8,9.4,143.91666666666666
19.7,30.3,10.2,1010.2,36,6.6,3.1,7.6,100.25
20.8,28.2,13.6,1009.8,61,6.9,5.6,11.1,165.0
20.1,26.9,13.9,1011.1,59,6.9,5.6,13,116.45833333333333
19.6,27.5,11.7,1010.4,60,6.3,5.4,11.1,143.0
21.7,32.5,11.4,1012.5,50,5.8,1.3,3.5,231.125
24.3,33.1,15.4,1010.1,55,5.5,3.9,9.4,218.66666666666666
23.8,29,20,1011.4,64,5.5,5.2,11.1,211.0
25.1,33.4,17.4,1012.2,50,6.3,3,7.6,52.208333333333336
25,32.3,17.6,1011,55,6.3,4.1,14.8,187.5
24.5,31.7,19,1010.7,53,6.9,6.9,20.6,130.16666666666666
19.2,28.9,9.4,1013,39,6.3,3,5.4,123.125
19.8,29.4,9.9,1012.2,42,6.3,1.5,3.5,120.91666666666667
22.2,30.4,11.6,1010.8,53,6.3,2,7.6,153.625
24.3,32.8,16.4,1011.3,54,6.9,2,7.6,130.33333333333334
25.3,33.3,17,1012.2,54,6.9,6.7,16.5,110.70833333333333
22.6,31.3,18.8,1012.5,75,6.3,3,7.6,138.5
24.2,33.8,18.2,1012.6,67,6.3,2.4,5.4,75.75
26.1,35.4,17.8,1012,51,6.9,1.5,3.5,146.54166666666666
25.6,35.6,18.1,1013.3,52,5.8,1.5,5.4,116.625
28.3,36.8,19.8,1010.9,41,6.3,1.5,3.5,80.04166666666667
29.1,37.3,19.2,1009.5,30,6.6,2.6,7.6,100.04166666666667
26.7,36,18.7,1009.2,27,6.3,3.1,11.1,109.45833333333333
27.8,35.9,18,1008.7,36,6.3,3.1,7.6,110.16666666666667
28.4,37.3,18.2,1008.4,39,6.3,1.3,5.4,108.20833333333333
28.7,38.3,20,1009.2,32,6.3,2.4,5.4,103.83333333333333
29.2,38.8,20,1008,33,6.9,3.9,9.4,74.29166666666667
27.8,36.6,19.5,1007.7,34,6.9,3.1,5.4,101.79166666666667
27.2,35.8,18.2,1008.2,29,6.3,2.2,5.4,106.16666666666667
28.8,37.1,16.8,1008.5,31,6.9,3.1,7.6,89.875
30.3,38.5,25.4,1009.6,33,6.9,3.5,7.6,48.208333333333336
29,37.1,25.3,1009.8,45,5.8,2,5.4,47.041666666666664
28.3,37,20.3,1010.4,36,6.6,2.6,5.4,67.79166666666667
25.7,38.1,15.6,1008.7,39,6.6,3.9,9.4,56.666666666666664
28.6,38.3,17.6,1009,34,6.9,2.8,7.6,79.0
29.4,38.6,20.2,1009.2,39,6.9,3.1,7.6,123.58333333333333
29.6,38.8,22.2,1008.8,47,6.9,2.4,5.4,80.29166666666667
29,37.3,22.6,1008.2,44,6.9,3.3,7.6,137.875
29.1,37.9,22,1006.7,43,7.4,2.2,3.5,87.875
30.4,39.6,21,1007.5,33,6.9,2.8,5.4,121.20833333333333
31.2,40.3,20.4,1006.9,28,7.7,3.1,7.6,97.04166666666667
32,39.8,25.2,1007,37,6.9,3.7,7.6,92.08333333333333
30.8,40.4,23.6,1005.9,39,6.6,4.8,7.6,130.625
31.8,39,25.9,1005.7,37,6.9,3.7,7.6,90.5
29.5,39.3,24.5,1006.2,43,6.9,1.7,7.6,55.416666666666664
29.6,37,25.2,1006.1,47,6.3,2.8,9.4,108.33333333333333
30.2,36.5,25.6,1005.2,47,6.3,3.5,5.4,198.875
29,36.1,24.7,1004.7,57,6.9,5.7,11.1,120.70833333333333
28.3,36.1,22.6,1008.8,50,6.9,7.4,9.4,60.541666666666664
27.7,36,21.8,1008.4,57,6.9,7.4,14.8,79.0
28.6,35.8,22,1007.4,53,6.9,6.7,9.4,133.70833333333334
31,38.3,25.6,1006.5,47,6.9,2,5.4,53.25
30.9,37.3,27.4,1006.4,53,6.3,4.4,9.4,65.16666666666667
30.8,37.8,26.6,1005.7,46,6.9,3.5,5.4,83.58333333333333
30.5,38.2,23.8,1005.4,40,6.9,7,9.4,40.666666666666664
30.2,39.4,24,1005,55,6.9,4.1,7.6,48.125
26.3,37.2,23.9,1006.6,67,5.3,7.6,20.6,103.16666666666667
29.3,37.2,23.2,1005.1,52,6.9,6.9,9.4,143.375
31.4,40.4,24.6,1004.4,55,7.4,6.5,9.4,71.95833333333333
29,35.1,26.5,1004.2,64,6.9,5,7.6,17.5
30.3,37.5,25.7,1002,57,6.9,8.9,20.6,101.0
30.4,37.4,25,1001,56,6.9,8.5,16.5,76.20833333333333
28.1,34.1,24.6,1001.6,70,6.9,4.1,7.6,84.33333333333333
28.4,34.6,24.5,1004.1,61,6.9,12,20.6,48.833333333333336
28.1,33,24.6,1005.2,65,7.4,11.9,20.6,64.45833333333333
27.1,32.4,24,1005.2,71,6.9,13.7,22.2,80.54166666666667
27.1,32.3,24.2,1001.4,71,6.9,10,20.6,65.41666666666667
27.8,31.9,25,1002.4,64,6.9,15.6,24.1,54.666666666666664
27.8,31.2,25.4,1004.9,63,6.9,18.9,25.9,78.54166666666667
27.1,33,20.9,1005,64,6.9,15,24.1,49.125
28.6,35.3,23.1,1007.6,61,7.7,11.1,20.6,72.41666666666667
27,33.2,24.4,1007.5,65,6.9,6.5,11.1,184.66666666666666
26.3,31.1,23.2,1008.1,67,6.9,8.5,18.3,113.33333333333333
25.5,30.8,22.9,1006.1,72,6.9,10.2,14.8,146.20833333333334
27.6,33,25,1006,67,6.9,7.6,11.1,112.29166666666667
26.9,33,24.4,1004.9,66,6.9,11.1,14.8,60.625
26.9,32.6,24.2,1004.8,67,8.2,7.2,11.1,71.0
24.4,28.8,22.8,1001.5,84,6.9,8.3,16.5,81.125
24.3,27,23,1000.7,89,6.9,6.7,7.6,197.66666666666666
24.9,28.1,23.2,1004.8,79,6.9,9.4,11.1,160.375
24,27.5,23,1004.3,86,6.9,9.3,20.6,99.375
23.7,25.3,23,1003.7,89,6.9,7.6,16.5,123.875
25.3,29.6,23,1007.2,79,6.9,8.9,24.1,47.375
23.9,27.5,23.1,1007.6,86,6.3,7.8,9.4,38.166666666666664
23.6,25.8,22.8,1005.1,87,4.8,7.2,9.4,42.541666666666664
24.3,27.9,22.7,1004.2,85,6.9,4.1,7.6,45.833333333333336
24.2,28.9,22.8,1003.7,85,6.6,10.4,20.6,33.708333333333336
24,28,22.2,1003.8,84,6.6,5.6,11.1,26.416666666666668
23.8,27.6,21.6,1004.8,84,6.9,4.8,7.6,30.666666666666668
24.4,28.4,21.6,1006.2,85,7.4,5,11.1,29.958333333333332
25.3,29.4,22.3,1007.6,77,6.6,8.7,14.8,22.333333333333332
24.1,28.5,22.4,1007.7,81,6.9,4.6,9.4,25.083333333333332
25.9,32.6,23.8,1008.2,82,6.3,1.5,5.4,66.79166666666667
26.4,32.9,23.4,1006.8,83,6.3,1.1,5.4,64.875
26.1,32.6,23.8,1005.4,86,6.3,2,5.4,47.583333333333336
25.9,32.1,22.6,1006.8,83,6.9,2.6,9.4,33.5
23.5,27.9,22.2,1007.7,91,5.5,2.6,7.6,43.041666666666664
23.6,27.6,21.6,1006.6,86,6.3,4.4,7.6,38.416666666666664
23.8,27.1,22.6,1001.4,90,5.8,4.8,9.4,49.291666666666664
23.3,25.3,22,1000.6,86,6,6.9,11.1,19.541666666666668
23.9,27.7,21.5,1004.4,87,5.5,2.8,7.6,24.291666666666668
24.6,28.3,22.1,1006.3,78,6.9,7.6,11.1,74.66666666666667
23.6,26.4,22,1006.5,84,6.6,6.5,9.4,41.875
23.3,27.9,21.6,1007.3,85,6.3,6.7,11.1,50.583333333333336
24.7,29.9,21,1008.4,80,7.4,5.7,9.4,58.125
24.7,30,20.1,1007.6,77,6.9,2.8,7.6,38.25
25.1,30.7,21.7,1008.4,78,7.2,5.6,9.4,47.416666666666664
23.8,30.3,20,1008.5,80,6.6,5.4,9.4,54.625
24.9,33.4,22,1008.9,86,5.8,1.9,9.4,45.958333333333336
26.3,33,21.3,1010.6,63,6.3,3.1,9.4,43.333333333333336
23.9,31.4,21.1,1011.9,85,5.5,1.3,3.5,41.958333333333336
26.3,33.1,20.8,1010.6,71,6.9,1.1,5.4,0.0
27.8,34.7,23.6,1009.6,63,6.3,2.2,5.4,0.0
25.3,32.9,21,1008.6,75,6.3,0.9,5.4,45.75
24.8,30.3,21.4,1008.6,81,5.5,1.9,5.4,70.70833333333333
25.7,32.4,20.7,1008.8,77,5.5,0.4,3.5,51.791666666666664
25.5,33.3,18.1,1006.4,52,7.4,2.6,7.6,0.0
25.3,33.9,16.6,1008.8,55,6.9,1.7,7.6,11.583333333333334
27.2,34,19.6,1010.5,66,6.3,0.9,3.5,13.0
26.3,32.9,21,1010.2,71,6.3,1.5,3.5,156.25
26.1,32.9,20.6,1011.1,66,6.9,2.8,9.4,156.0
26.8,33.1,19.5,1011.8,62,6.6,3.1,11.1,151.79166666666666
20.7,23,19.3,1013,83,4,1.3,5.4,252.625
20.7,24,17.5,1014.7,88,4.8,3.1,7.6,119.41666666666667
22.1,26,19.6,1014.4,81,6.3,2.8,7.6,126.0
22.7,31.8,15.4,1011.9,59,6.3,1.5,5.4,232.33333333333334
23.1,32.3,15.7,1012,57,6.3,1.7,7.6,215.54166666666666
23.4,32.4,15.2,1012,60,6.3,1.3,5.4,239.41666666666666
23.8,32.7,17.2,1012.9,65,5.5,1.5,5.4,196.54166666666666
22.8,32.3,15.4,1012.5,56,6.3,0.2,1.9,232.54166666666666
22.8,31,15.6,1012.7,56,5.5,1.9,5.4,185.5
23.1,31.4,15,1012.7,53,6.3,1.9,5.4,282.1666666666667
25.7,31.8,21.3,1011.9,69,6.9,4.4,7.6,257.6666666666667
24.4,28.6,21.8,1013.5,77,6.6,4.8,11.1,166.875
22.5,24.8,21.3,1013.9,94,4,1.5,5.4,135.16666666666666
24.4,30.9,20.1,1013.8,78,4.8,2.8,9.4,211.45833333333334
22.7,31,16.4,1013.4,63,5.5,2,7.6,215.5
22.1,30.1,15.6,1012.9,66,5.8,2.6,9.4,223.375
20.9,29.3,15.1,1013.1,70,5.5,1.9,9.4,135.58333333333334
20.4,29.8,13.4,1011.6,61,5.5,0.9,3.5,152.04166666666666
20.4,30.6,13,1011.5,61,6.3,0.7,3.5,141.41666666666666
20,29.3,12.4,1013.3,57,6.3,2,14.8,46.708333333333336
20.4,29.9,13.2,1014,61,6.3,3.1,7.6,91.75
21.2,30.3,13.6,1013.7,60,5.5,1.5,7.6,99.91666666666667
20.1,30.4,11.9,1013.3,58,6.3,1.1,5.4,119.70833333333333
20.9,31.2,13.3,1013.3,60,6.3,0.7,3.5,110.875
22.2,31.1,14,1013.5,65,5.5,0.9,3.5,200.33333333333334
22.8,27.9,19.4,1012.9,85,5.5,1.1,5.4,203.58333333333334
21,29.3,12.9,1014.1,73,6,1.1,3.5,25.083333333333332
19.2,28.1,12.6,1014.8,65,6.3,0.4,3.5,57.083333333333336
18.6,27.6,10,1017.5,65,6.3,1.3,5.4,349.2916666666667
19.1,27.9,13.9,1015.4,67,6.3,0.9,3.5,188.04166666666666
17.9,28.2,11.6,1013.8,67,5.5,0.2,1.9,310.25
19.1,29.2,12.6,1015.4,67,6.3,0.2,1.9,204.375
18.3,26.9,12.6,1014.4,65,6.3,1.7,7.6,223.25
16.7,25.4,10.9,1014.6,63,6.3,1.7,9.4,248.95833333333334
